--- Starting fine-tuning for model_type: gpt2 ---
Model configured with LoRA:
trainable params: 294912 || all params: 124734720 || trainable%: 0.24
Starting training...
{'loss': '3.568', 'grad_norm': '0.3329', 'learning_rate': '0.0002', 'epoch': '0.0006034'}
{'loss': '1.943', 'grad_norm': '0.5162', 'learning_rate': '7.394e-05', 'epoch': '0.6312'}
{'loss': '2.263', 'grad_norm': '0.6609', 'learning_rate': '7.382e-05', 'epoch': '0.6318'}
{'loss': '1.683', 'grad_norm': '0.6646', 'learning_rate': '7.37e-05', 'epoch': '0.6324'}
{'loss': '2.072', 'grad_norm': '0.4753', 'learning_rate': '7.358e-05', 'epoch': '0.633'}
{'loss': '1.959', 'grad_norm': '0.5492', 'learning_rate': '7.346e-05', 'epoch': '0.6336'}
{'loss': '1.705', 'grad_norm': '0.4428', 'learning_rate': '7.334e-05', 'epoch': '0.6342'}
{'loss': '1.747', 'grad_norm': '0.3834', 'learning_rate': '7.322e-05', 'epoch': '0.6348'}
{'loss': '1.77', 'grad_norm': '0.5945', 'learning_rate': '7.31e-05', 'epoch': '0.6354'}
{'loss': '2.261', 'grad_norm': '0.5353', 'learning_rate': '7.298e-05', 'epoch': '0.636'}
{'loss': '2.203', 'grad_norm': '0.4778', 'learning_rate': '7.286e-05', 'epoch': '0.6366'}
{'loss': '2.214', 'grad_norm': '0.5589', 'learning_rate': '7.274e-05', 'epoch': '0.6372'}
{'loss': '2.089', 'grad_norm': '0.4061', 'learning_rate': '7.262e-05', 'epoch': '0.6378'}
{'loss': '1.873', 'grad_norm': '0.4579', 'learning_rate': '7.25e-05', 'epoch': '0.6384'}
{'loss': '2.449', 'grad_norm': '0.8019', 'learning_rate': '7.238e-05', 'epoch': '0.639'}
{'loss': '2.363', 'grad_norm': '0.5865', 'learning_rate': '7.226e-05', 'epoch': '0.6396'}
{'loss': '1.94', 'grad_norm': '0.7338', 'learning_rate': '7.214e-05', 'epoch': '0.6402'}
{'loss': '2.224', 'grad_norm': '0.7548', 'learning_rate': '7.201e-05', 'epoch': '0.6408'}
{'loss': '1.824', 'grad_norm': '0.4618', 'learning_rate': '7.189e-05', 'epoch': '0.6414'}
{'loss': '2.117', 'grad_norm': '0.6027', 'learning_rate': '7.177e-05', 'epoch': '0.642'}
{'loss': '2.192', 'grad_norm': '0.5931', 'learning_rate': '7.165e-05', 'epoch': '0.6426'}
{'loss': '2.171', 'grad_norm': '0.6479', 'learning_rate': '7.153e-05', 'epoch': '0.6432'}
{'loss': '1.941', 'grad_norm': '0.4324', 'learning_rate': '7.141e-05', 'epoch': '0.6438'}
{'loss': '2.377', 'grad_norm': '0.4642', 'learning_rate': '7.129e-05', 'epoch': '0.6444'}
{'loss': '1.89', 'grad_norm': '0.5565', 'learning_rate': '7.117e-05', 'epoch': '0.645'}
{'loss': '2.373', 'grad_norm': '0.4675', 'learning_rate': '7.105e-05', 'epoch': '0.6456'}
{'loss': '1.982', 'grad_norm': '0.4249', 'learning_rate': '7.093e-05', 'epoch': '0.6463'}
{'loss': '2.082', 'grad_norm': '0.5958', 'learning_rate': '7.081e-05', 'epoch': '0.6469'}
{'loss': '2.297', 'grad_norm': '0.6326', 'learning_rate': '7.069e-05', 'epoch': '0.6475'}
{'loss': '2.212', 'grad_norm': '0.6197', 'learning_rate': '7.057e-05', 'epoch': '0.6481'}
{'loss': '2.048', 'grad_norm': '0.649', 'learning_rate': '7.045e-05', 'epoch': '0.6487'}
{'loss': '1.968', 'grad_norm': '0.5506', 'learning_rate': '7.033e-05', 'epoch': '0.6493'}
{'loss': '1.819', 'grad_norm': '0.4815', 'learning_rate': '7.021e-05', 'epoch': '0.6499'}
{'loss': '2.053', 'grad_norm': '0.4611', 'learning_rate': '7.008e-05', 'epoch': '0.6505'}
{'loss': '1.795', 'grad_norm': '0.6447', 'learning_rate': '6.996e-05', 'epoch': '0.6511'}
{'loss': '1.972', 'grad_norm': '0.4618', 'learning_rate': '6.984e-05', 'epoch': '0.6517'}
{'loss': '1.96', 'grad_norm': '0.492', 'learning_rate': '6.972e-05', 'epoch': '0.6523'}
{'loss': '2.086', 'grad_norm': '0.4343', 'learning_rate': '6.96e-05', 'epoch': '0.6529'}
{'loss': '1.846', 'grad_norm': '0.5736', 'learning_rate': '6.948e-05', 'epoch': '0.6535'}
{'loss': '1.557', 'grad_norm': '0.686', 'learning_rate': '6.936e-05', 'epoch': '0.6541'}
{'loss': '1.785', 'grad_norm': '0.4467', 'learning_rate': '6.924e-05', 'epoch': '0.6547'}
{'loss': '1.914', 'grad_norm': '0.5054', 'learning_rate': '6.912e-05', 'epoch': '0.6553'}
{'loss': '1.694', 'grad_norm': '0.4118', 'learning_rate': '6.9e-05', 'epoch': '0.6559'}
{'loss': '2.713', 'grad_norm': '0.6953', 'learning_rate': '6.888e-05', 'epoch': '0.6565'}
{'loss': '2.333', 'grad_norm': '0.6366', 'learning_rate': '6.876e-05', 'epoch': '0.6571'}
{'loss': '2.149', 'grad_norm': '0.8208', 'learning_rate': '6.864e-05', 'epoch': '0.6577'}
{'loss': '1.905', 'grad_norm': '0.8496', 'learning_rate': '6.852e-05', 'epoch': '0.6583'}
{'loss': '1.837', 'grad_norm': '0.7562', 'learning_rate': '6.84e-05', 'epoch': '0.6589'}
{'loss': '2.447', 'grad_norm': '0.5526', 'learning_rate': '6.828e-05', 'epoch': '0.6595'}
{'loss': '2.292', 'grad_norm': '0.5315', 'learning_rate': '6.815e-05', 'epoch': '0.6601'}
{'loss': '2.395', 'grad_norm': '0.5923', 'learning_rate': '6.803e-05', 'epoch': '0.6607'}
{'loss': '1.423', 'grad_norm': '0.4676', 'learning_rate': '6.791e-05', 'epoch': '0.6613'}
{'loss': '2.119', 'grad_norm': '0.6322', 'learning_rate': '6.779e-05', 'epoch': '0.6619'}
{'loss': '2.016', 'grad_norm': '0.6689', 'learning_rate': '6.767e-05', 'epoch': '0.6625'}
{'loss': '1.865', 'grad_norm': '0.5401', 'learning_rate': '6.755e-05', 'epoch': '0.6631'}
{'loss': '2.269', 'grad_norm': '0.711', 'learning_rate': '6.743e-05', 'epoch': '0.6638'}
{'loss': '2.468', 'grad_norm': '0.6006', 'learning_rate': '6.731e-05', 'epoch': '0.6644'}
{'loss': '2.422', 'grad_norm': '0.7479', 'learning_rate': '6.719e-05', 'epoch': '0.665'}
{'loss': '2.016', 'grad_norm': '0.5349', 'learning_rate': '6.707e-05', 'epoch': '0.6656'}
{'loss': '2.022', 'grad_norm': '0.5983', 'learning_rate': '6.695e-05', 'epoch': '0.6662'}
{'loss': '2.036', 'grad_norm': '0.6272', 'learning_rate': '6.683e-05', 'epoch': '0.6668'}
{'loss': '2.089', 'grad_norm': '0.6721', 'learning_rate': '6.671e-05', 'epoch': '0.6674'}
{'loss': '2.045', 'grad_norm': '0.5707', 'learning_rate': '6.659e-05', 'epoch': '0.668'}
{'loss': '2.03', 'grad_norm': '0.6786', 'learning_rate': '6.647e-05', 'epoch': '0.6686'}
{'loss': '2.249', 'grad_norm': '0.5079', 'learning_rate': '6.634e-05', 'epoch': '0.6692'}
{'loss': '1.957', 'grad_norm': '0.3878', 'learning_rate': '6.622e-05', 'epoch': '0.6698'}
{'loss': '1.595', 'grad_norm': '0.5284', 'learning_rate': '6.61e-05', 'epoch': '0.6704'}
{'loss': '2.043', 'grad_norm': '0.5061', 'learning_rate': '6.598e-05', 'epoch': '0.671'}
{'loss': '2.148', 'grad_norm': '0.5045', 'learning_rate': '6.586e-05', 'epoch': '0.6716'}
{'loss': '1.769', 'grad_norm': '0.5045', 'learning_rate': '6.574e-05', 'epoch': '0.6722'}
{'loss': '2.202', 'grad_norm': '0.5639', 'learning_rate': '6.562e-05', 'epoch': '0.6728'}
{'loss': '2.164', 'grad_norm': '0.5261', 'learning_rate': '6.55e-05', 'epoch': '0.6734'}
{'loss': '2.596', 'grad_norm': '0.822', 'learning_rate': '6.538e-05', 'epoch': '0.674'}
{'loss': '2.104', 'grad_norm': '0.4539', 'learning_rate': '6.526e-05', 'epoch': '0.6746'}
{'loss': '2.147', 'grad_norm': '0.5739', 'learning_rate': '6.514e-05', 'epoch': '0.6752'}
{'loss': '2.272', 'grad_norm': '0.471', 'learning_rate': '6.502e-05', 'epoch': '0.6758'}
{'loss': '1.97', 'grad_norm': '0.5092', 'learning_rate': '6.49e-05', 'epoch': '0.6764'}
{'loss': '2.143', 'grad_norm': '0.522', 'learning_rate': '6.478e-05', 'epoch': '0.677'}
{'loss': '2.128', 'grad_norm': '0.6935', 'learning_rate': '6.466e-05', 'epoch': '0.6776'}
{'loss': '2.278', 'grad_norm': '0.8066', 'learning_rate': '6.454e-05', 'epoch': '0.6782'}
{'loss': '1.829', 'grad_norm': '0.4309', 'learning_rate': '6.441e-05', 'epoch': '0.6788'}
{'loss': '1.889', 'grad_norm': '0.4789', 'learning_rate': '6.429e-05', 'epoch': '0.6794'}
{'loss': '2.435', 'grad_norm': '0.5673', 'learning_rate': '6.417e-05', 'epoch': '0.68'}
{'loss': '1.846', 'grad_norm': '0.681', 'learning_rate': '6.405e-05', 'epoch': '0.6806'}
{'loss': '2.632', 'grad_norm': '0.6483', 'learning_rate': '6.393e-05', 'epoch': '0.6812'}
{'loss': '1.72', 'grad_norm': '0.6837', 'learning_rate': '6.381e-05', 'epoch': '0.6819'}
{'loss': '1.876', 'grad_norm': '0.662', 'learning_rate': '6.369e-05', 'epoch': '0.6825'}
{'loss': '2.638', 'grad_norm': '0.6151', 'learning_rate': '6.357e-05', 'epoch': '0.6831'}
{'loss': '2.304', 'grad_norm': '0.5308', 'learning_rate': '6.345e-05', 'epoch': '0.6837'}
{'loss': '2.009', 'grad_norm': '0.5871', 'learning_rate': '6.333e-05', 'epoch': '0.6843'}
{'loss': '1.98', 'grad_norm': '0.4975', 'learning_rate': '6.321e-05', 'epoch': '0.6849'}
{'loss': '2.073', 'grad_norm': '0.4517', 'learning_rate': '6.309e-05', 'epoch': '0.6855'}
{'loss': '2.336', 'grad_norm': '0.5884', 'learning_rate': '6.297e-05', 'epoch': '0.6861'}
{'loss': '2.087', 'grad_norm': '0.4615', 'learning_rate': '6.285e-05', 'epoch': '0.6867'}
{'loss': '1.768', 'grad_norm': '0.7015', 'learning_rate': '6.273e-05', 'epoch': '0.6873'}
{'loss': '2.223', 'grad_norm': '0.5814', 'learning_rate': '6.261e-05', 'epoch': '0.6879'}
{'loss': '1.759', 'grad_norm': '0.4987', 'learning_rate': '6.248e-05', 'epoch': '0.6885'}
{'loss': '1.962', 'grad_norm': '0.4821', 'learning_rate': '6.236e-05', 'epoch': '0.6891'}
{'loss': '2.572', 'grad_norm': '0.8547', 'learning_rate': '6.224e-05', 'epoch': '0.6897'}
{'loss': '1.666', 'grad_norm': '0.5588', 'learning_rate': '6.212e-05', 'epoch': '0.6903'}
{'loss': '2.29', 'grad_norm': '0.4522', 'learning_rate': '6.2e-05', 'epoch': '0.6909'}
{'loss': '1.99', 'grad_norm': '0.603', 'learning_rate': '6.188e-05', 'epoch': '0.6915'}
{'loss': '2.187', 'grad_norm': '0.4415', 'learning_rate': '6.176e-05', 'epoch': '0.6921'}
{'loss': '2.254', 'grad_norm': '0.7242', 'learning_rate': '6.164e-05', 'epoch': '0.6927'}
{'loss': '1.798', 'grad_norm': '0.4252', 'learning_rate': '6.152e-05', 'epoch': '0.6933'}
{'loss': '2.14', 'grad_norm': '0.4967', 'learning_rate': '6.14e-05', 'epoch': '0.6939'}
{'loss': '2.02', 'grad_norm': '0.5222', 'learning_rate': '6.128e-05', 'epoch': '0.6945'}
{'loss': '1.924', 'grad_norm': '0.5104', 'learning_rate': '6.116e-05', 'epoch': '0.6951'}
{'loss': '2.361', 'grad_norm': '0.5777', 'learning_rate': '6.104e-05', 'epoch': '0.6957'}
{'loss': '2.139', 'grad_norm': '0.4514', 'learning_rate': '6.092e-05', 'epoch': '0.6963'}
{'loss': '2.717', 'grad_norm': '0.4936', 'learning_rate': '6.08e-05', 'epoch': '0.6969'}
{'loss': '2.153', 'grad_norm': '0.5491', 'learning_rate': '6.068e-05', 'epoch': '0.6975'}
{'loss': '1.978', 'grad_norm': '0.6249', 'learning_rate': '6.055e-05', 'epoch': '0.6981'}
{'loss': '2.319', 'grad_norm': '0.6169', 'learning_rate': '6.043e-05', 'epoch': '0.6987'}
{'loss': '2.438', 'grad_norm': '0.5811', 'learning_rate': '6.031e-05', 'epoch': '0.6994'}
{'loss': '2.19', 'grad_norm': '0.478', 'learning_rate': '6.019e-05', 'epoch': '0.7'}
{'loss': '2.46', 'grad_norm': '0.6945', 'learning_rate': '6.007e-05', 'epoch': '0.7006'}
{'loss': '1.694', 'grad_norm': '0.6404', 'learning_rate': '5.995e-05', 'epoch': '0.7012'}
{'loss': '1.731', 'grad_norm': '0.4575', 'learning_rate': '5.983e-05', 'epoch': '0.7018'}
{'loss': '1.557', 'grad_norm': '0.4453', 'learning_rate': '5.971e-05', 'epoch': '0.7024'}
{'loss': '2.368', 'grad_norm': '0.5276', 'learning_rate': '5.959e-05', 'epoch': '0.703'}
{'loss': '1.956', 'grad_norm': '0.5328', 'learning_rate': '5.947e-05', 'epoch': '0.7036'}
{'loss': '1.707', 'grad_norm': '0.5883', 'learning_rate': '5.935e-05', 'epoch': '0.7042'}
{'loss': '2.232', 'grad_norm': '0.6538', 'learning_rate': '5.923e-05', 'epoch': '0.7048'}
{'loss': '1.754', 'grad_norm': '0.5769', 'learning_rate': '5.911e-05', 'epoch': '0.7054'}
{'loss': '2.378', 'grad_norm': '0.5398', 'learning_rate': '5.899e-05', 'epoch': '0.706'}
{'loss': '1.55', 'grad_norm': '0.5334', 'learning_rate': '5.887e-05', 'epoch': '0.7066'}
{'loss': '2.124', 'grad_norm': '0.5511', 'learning_rate': '5.875e-05', 'epoch': '0.7072'}
{'loss': '1.928', 'grad_norm': '0.4807', 'learning_rate': '5.862e-05', 'epoch': '0.7078'}
{'loss': '1.952', 'grad_norm': '0.4748', 'learning_rate': '5.85e-05', 'epoch': '0.7084'}
{'loss': '2.666', 'grad_norm': '0.629', 'learning_rate': '5.838e-05', 'epoch': '0.709'}
{'loss': '2.429', 'grad_norm': '0.4931', 'learning_rate': '5.826e-05', 'epoch': '0.7096'}
{'loss': '2.152', 'grad_norm': '0.4644', 'learning_rate': '5.814e-05', 'epoch': '0.7102'}
{'loss': '2.204', 'grad_norm': '0.4432', 'learning_rate': '5.802e-05', 'epoch': '0.7108'}
{'loss': '2.171', 'grad_norm': '0.671', 'learning_rate': '5.79e-05', 'epoch': '0.7114'}
{'loss': '1.946', 'grad_norm': '0.5445', 'learning_rate': '5.778e-05', 'epoch': '0.712'}
{'loss': '2.001', 'grad_norm': '0.4369', 'learning_rate': '5.766e-05', 'epoch': '0.7126'}
{'loss': '1.812', 'grad_norm': '0.5017', 'learning_rate': '5.754e-05', 'epoch': '0.7132'}
{'loss': '1.769', 'grad_norm': '0.5363', 'learning_rate': '5.742e-05', 'epoch': '0.7138'}
{'loss': '2.492', 'grad_norm': '0.609', 'learning_rate': '5.73e-05', 'epoch': '0.7144'}
{'loss': '2.096', 'grad_norm': '0.5444', 'learning_rate': '5.718e-05', 'epoch': '0.715'}
{'loss': '2.121', 'grad_norm': '0.4293', 'learning_rate': '5.706e-05', 'epoch': '0.7156'}
{'loss': '2.064', 'grad_norm': '0.5084', 'learning_rate': '5.694e-05', 'epoch': '0.7162'}
{'loss': '2.305', 'grad_norm': '0.5374', 'learning_rate': '5.682e-05', 'epoch': '0.7169'}
{'loss': '2.268', 'grad_norm': '0.6801', 'learning_rate': '5.669e-05', 'epoch': '0.7175'}
{'loss': '2.056', 'grad_norm': '0.5039', 'learning_rate': '5.657e-05', 'epoch': '0.7181'}
{'loss': '2.225', 'grad_norm': '0.5332', 'learning_rate': '5.645e-05', 'epoch': '0.7187'}
{'loss': '1.839', 'grad_norm': '0.613', 'learning_rate': '5.633e-05', 'epoch': '0.7193'}
{'loss': '2.169', 'grad_norm': '0.4606', 'learning_rate': '5.621e-05', 'epoch': '0.7199'}
{'loss': '2.404', 'grad_norm': '0.6175', 'learning_rate': '5.609e-05', 'epoch': '0.7205'}
{'loss': '1.917', 'grad_norm': '0.4416', 'learning_rate': '5.597e-05', 'epoch': '0.7211'}
{'loss': '1.948', 'grad_norm': '0.4897', 'learning_rate': '5.585e-05', 'epoch': '0.7217'}
{'loss': '1.885', 'grad_norm': '0.4106', 'learning_rate': '5.573e-05', 'epoch': '0.7223'}
{'loss': '1.807', 'grad_norm': '0.4402', 'learning_rate': '5.561e-05', 'epoch': '0.7229'}
{'loss': '2.575', 'grad_norm': '0.5328', 'learning_rate': '5.549e-05', 'epoch': '0.7235'}
{'loss': '2.195', 'grad_norm': '0.5412', 'learning_rate': '5.537e-05', 'epoch': '0.7241'}
{'loss': '2.168', 'grad_norm': '0.8652', 'learning_rate': '5.525e-05', 'epoch': '0.7247'}
{'loss': '2.222', 'grad_norm': '0.5652', 'learning_rate': '5.513e-05', 'epoch': '0.7253'}
{'loss': '2.481', 'grad_norm': '0.8251', 'learning_rate': '5.501e-05', 'epoch': '0.7259'}
{'loss': '2.642', 'grad_norm': '0.6527', 'learning_rate': '5.489e-05', 'epoch': '0.7265'}
{'loss': '2', 'grad_norm': '0.5384', 'learning_rate': '5.476e-05', 'epoch': '0.7271'}
{'loss': '2.272', 'grad_norm': '0.5168', 'learning_rate': '5.464e-05', 'epoch': '0.7277'}
{'loss': '1.808', 'grad_norm': '0.4906', 'learning_rate': '5.452e-05', 'epoch': '0.7283'}
{'loss': '1.539', 'grad_norm': '0.624', 'learning_rate': '5.44e-05', 'epoch': '0.7289'}
{'loss': '1.993', 'grad_norm': '0.4056', 'learning_rate': '5.428e-05', 'epoch': '0.7295'}
{'loss': '2.025', 'grad_norm': '0.6759', 'learning_rate': '5.416e-05', 'epoch': '0.7301'}
{'loss': '2.276', 'grad_norm': '0.492', 'learning_rate': '5.404e-05', 'epoch': '0.7307'}
{'loss': '1.52', 'grad_norm': '0.6086', 'learning_rate': '5.392e-05', 'epoch': '0.7313'}
{'loss': '1.809', 'grad_norm': '0.5482', 'learning_rate': '5.38e-05', 'epoch': '0.7319'}
{'loss': '1.879', 'grad_norm': '0.4835', 'learning_rate': '5.368e-05', 'epoch': '0.7325'}
{'loss': '2.123', 'grad_norm': '0.5088', 'learning_rate': '5.356e-05', 'epoch': '0.7331'}
{'loss': '2.087', 'grad_norm': '0.4354', 'learning_rate': '5.344e-05', 'epoch': '0.7337'}
{'loss': '2.142', 'grad_norm': '0.5663', 'learning_rate': '5.332e-05', 'epoch': '0.7343'}
{'loss': '2.335', 'grad_norm': '0.4877', 'learning_rate': '5.32e-05', 'epoch': '0.735'}
{'loss': '1.875', 'grad_norm': '0.4433', 'learning_rate': '5.308e-05', 'epoch': '0.7356'}
{'loss': '1.694', 'grad_norm': '0.5788', 'learning_rate': '5.296e-05', 'epoch': '0.7362'}
{'loss': '2.173', 'grad_norm': '0.6322', 'learning_rate': '5.283e-05', 'epoch': '0.7368'}
{'loss': '2.371', 'grad_norm': '0.5932', 'learning_rate': '5.271e-05', 'epoch': '0.7374'}
{'loss': '2.189', 'grad_norm': '0.5363', 'learning_rate': '5.259e-05', 'epoch': '0.738'}
{'loss': '2.231', 'grad_norm': '0.515', 'learning_rate': '5.247e-05', 'epoch': '0.7386'}
{'loss': '2.406', 'grad_norm': '1.44', 'learning_rate': '5.235e-05', 'epoch': '0.7392'}
{'loss': '2.163', 'grad_norm': '0.5677', 'learning_rate': '5.223e-05', 'epoch': '0.7398'}
{'loss': '2.699', 'grad_norm': '0.7212', 'learning_rate': '5.211e-05', 'epoch': '0.7404'}
{'loss': '1.906', 'grad_norm': '0.4512', 'learning_rate': '5.199e-05', 'epoch': '0.741'}
{'loss': '1.526', 'grad_norm': '0.5054', 'learning_rate': '5.187e-05', 'epoch': '0.7416'}
{'loss': '2.058', 'grad_norm': '0.391', 'learning_rate': '5.175e-05', 'epoch': '0.7422'}
{'loss': '2.675', 'grad_norm': '0.4826', 'learning_rate': '5.163e-05', 'epoch': '0.7428'}
{'loss': '2.238', 'grad_norm': '0.4333', 'learning_rate': '5.151e-05', 'epoch': '0.7434'}
{'loss': '2.394', 'grad_norm': '0.3946', 'learning_rate': '5.139e-05', 'epoch': '0.744'}
{'loss': '1.86', 'grad_norm': '0.4997', 'learning_rate': '5.127e-05', 'epoch': '0.7446'}
{'loss': '1.957', 'grad_norm': '0.6719', 'learning_rate': '5.115e-05', 'epoch': '0.7452'}
{'loss': '1.795', 'grad_norm': '0.4746', 'learning_rate': '5.103e-05', 'epoch': '0.7458'}
{'loss': '2.194', 'grad_norm': '0.8484', 'learning_rate': '5.09e-05', 'epoch': '0.7464'}
{'loss': '2.098', 'grad_norm': '0.5219', 'learning_rate': '5.078e-05', 'epoch': '0.747'}
{'loss': '2.028', 'grad_norm': '0.5103', 'learning_rate': '5.066e-05', 'epoch': '0.7476'}
{'loss': '1.909', 'grad_norm': '0.5619', 'learning_rate': '5.054e-05', 'epoch': '0.7482'}
{'loss': '1.871', 'grad_norm': '0.439', 'learning_rate': '5.042e-05', 'epoch': '0.7488'}
{'loss': '1.846', 'grad_norm': '0.5128', 'learning_rate': '5.03e-05', 'epoch': '0.7494'}
{'loss': '2.043', 'grad_norm': '0.6494', 'learning_rate': '5.018e-05', 'epoch': '0.75'}
{'loss': '2.177', 'grad_norm': '0.5546', 'learning_rate': '5.006e-05', 'epoch': '0.7506'}
{'loss': '1.91', 'grad_norm': '0.4563', 'learning_rate': '4.994e-05', 'epoch': '0.7512'}
{'loss': '1.536', 'grad_norm': '0.5512', 'learning_rate': '4.982e-05', 'epoch': '0.7518'}
{'loss': '2.207', 'grad_norm': '0.5317', 'learning_rate': '4.97e-05', 'epoch': '0.7525'}
{'loss': '1.942', 'grad_norm': '0.5189', 'learning_rate': '4.958e-05', 'epoch': '0.7531'}
{'loss': '2.284', 'grad_norm': '0.6062', 'learning_rate': '4.946e-05', 'epoch': '0.7537'}
{'loss': '2.078', 'grad_norm': '0.4763', 'learning_rate': '4.934e-05', 'epoch': '0.7543'}
{'loss': '2.12', 'grad_norm': '0.4885', 'learning_rate': '4.922e-05', 'epoch': '0.7549'}
{'loss': '2.135', 'grad_norm': '0.3881', 'learning_rate': '4.91e-05', 'epoch': '0.7555'}
{'loss': '2.03', 'grad_norm': '0.4838', 'learning_rate': '4.897e-05', 'epoch': '0.7561'}
{'loss': '1.991', 'grad_norm': '0.4946', 'learning_rate': '4.885e-05', 'epoch': '0.7567'}
{'loss': '2.035', 'grad_norm': '0.5454', 'learning_rate': '4.873e-05', 'epoch': '0.7573'}
{'loss': '2.041', 'grad_norm': '0.5865', 'learning_rate': '4.861e-05', 'epoch': '0.7579'}
{'loss': '2.098', 'grad_norm': '0.5411', 'learning_rate': '4.849e-05', 'epoch': '0.7585'}
{'loss': '2.137', 'grad_norm': '0.493', 'learning_rate': '4.837e-05', 'epoch': '0.7591'}
{'loss': '2.175', 'grad_norm': '0.5678', 'learning_rate': '4.825e-05', 'epoch': '0.7597'}
{'loss': '1.62', 'grad_norm': '0.5093', 'learning_rate': '4.813e-05', 'epoch': '0.7603'}
{'loss': '2.189', 'grad_norm': '0.5713', 'learning_rate': '4.801e-05', 'epoch': '0.7609'}
{'loss': '1.863', 'grad_norm': '0.5415', 'learning_rate': '4.789e-05', 'epoch': '0.7615'}
{'loss': '1.953', 'grad_norm': '0.497', 'learning_rate': '4.777e-05', 'epoch': '0.7621'}
{'loss': '2.044', 'grad_norm': '0.4981', 'learning_rate': '4.765e-05', 'epoch': '0.7627'}
{'loss': '1.802', 'grad_norm': '0.3491', 'learning_rate': '4.753e-05', 'epoch': '0.7633'}
{'loss': '1.703', 'grad_norm': '0.7732', 'learning_rate': '4.741e-05', 'epoch': '0.7639'}
{'loss': '1.943', 'grad_norm': '0.5387', 'learning_rate': '4.729e-05', 'epoch': '0.7645'}
{'loss': '2.3', 'grad_norm': '0.522', 'learning_rate': '4.717e-05', 'epoch': '0.7651'}
{'loss': '2.632', 'grad_norm': '0.5903', 'learning_rate': '4.704e-05', 'epoch': '0.7657'}
{'loss': '2.006', 'grad_norm': '0.4964', 'learning_rate': '4.692e-05', 'epoch': '0.7663'}
{'loss': '1.939', 'grad_norm': '0.4846', 'learning_rate': '4.68e-05', 'epoch': '0.7669'}
{'loss': '2.043', 'grad_norm': '0.6261', 'learning_rate': '4.668e-05', 'epoch': '0.7675'}
{'loss': '2.128', 'grad_norm': '0.5214', 'learning_rate': '4.656e-05', 'epoch': '0.7681'}
{'loss': '2.408', 'grad_norm': '0.5857', 'learning_rate': '4.644e-05', 'epoch': '0.7687'}
{'loss': '1.987', 'grad_norm': '0.714', 'learning_rate': '4.632e-05', 'epoch': '0.7693'}
{'loss': '1.606', 'grad_norm': '0.657', 'learning_rate': '4.62e-05', 'epoch': '0.77'}
{'loss': '2.013', 'grad_norm': '0.5845', 'learning_rate': '4.608e-05', 'epoch': '0.7706'}
{'loss': '1.872', 'grad_norm': '0.5576', 'learning_rate': '4.596e-05', 'epoch': '0.7712'}
{'loss': '2.206', 'grad_norm': '0.6377', 'learning_rate': '4.584e-05', 'epoch': '0.7718'}
{'loss': '2.428', 'grad_norm': '1.024', 'learning_rate': '4.572e-05', 'epoch': '0.7724'}
{'loss': '2.495', 'grad_norm': '0.6785', 'learning_rate': '4.56e-05', 'epoch': '0.773'}
{'loss': '2.195', 'grad_norm': '0.6894', 'learning_rate': '4.548e-05', 'epoch': '0.7736'}
{'loss': '1.919', 'grad_norm': '0.3969', 'learning_rate': '4.536e-05', 'epoch': '0.7742'}
{'loss': '1.994', 'grad_norm': '0.6376', 'learning_rate': '4.524e-05', 'epoch': '0.7748'}
{'loss': '1.821', 'grad_norm': '0.5929', 'learning_rate': '4.511e-05', 'epoch': '0.7754'}
{'loss': '1.932', 'grad_norm': '0.5868', 'learning_rate': '4.499e-05', 'epoch': '0.776'}
{'loss': '2.143', 'grad_norm': '0.6121', 'learning_rate': '4.487e-05', 'epoch': '0.7766'}
{'loss': '1.98', 'grad_norm': '0.5765', 'learning_rate': '4.475e-05', 'epoch': '0.7772'}
{'loss': '2.342', 'grad_norm': '0.6724', 'learning_rate': '4.463e-05', 'epoch': '0.7778'}
{'loss': '2.005', 'grad_norm': '0.4806', 'learning_rate': '4.451e-05', 'epoch': '0.7784'}
{'loss': '2.31', 'grad_norm': '0.6158', 'learning_rate': '4.439e-05', 'epoch': '0.779'}
{'loss': '2.109', 'grad_norm': '0.7019', 'learning_rate': '4.427e-05', 'epoch': '0.7796'}
{'loss': '1.832', 'grad_norm': '0.6819', 'learning_rate': '4.415e-05', 'epoch': '0.7802'}
{'loss': '2.531', 'grad_norm': '0.5679', 'learning_rate': '4.403e-05', 'epoch': '0.7808'}
{'loss': '1.99', 'grad_norm': '0.552', 'learning_rate': '4.391e-05', 'epoch': '0.7814'}
{'loss': '1.866', 'grad_norm': '0.5853', 'learning_rate': '4.379e-05', 'epoch': '0.782'}
{'loss': '2.471', 'grad_norm': '0.8252', 'learning_rate': '4.367e-05', 'epoch': '0.7826'}
{'loss': '2.299', 'grad_norm': '0.4876', 'learning_rate': '4.355e-05', 'epoch': '0.7832'}
{'loss': '1.505', 'grad_norm': '0.4822', 'learning_rate': '4.343e-05', 'epoch': '0.7838'}
{'loss': '2.411', 'grad_norm': '0.5658', 'learning_rate': '4.331e-05', 'epoch': '0.7844'}
{'loss': '2.284', 'grad_norm': '0.7554', 'learning_rate': '4.318e-05', 'epoch': '0.785'}
{'loss': '2.014', 'grad_norm': '0.5763', 'learning_rate': '4.306e-05', 'epoch': '0.7856'}
{'loss': '2.185', 'grad_norm': '0.4528', 'learning_rate': '4.294e-05', 'epoch': '0.7862'}
